Classifications,Comments
0,ಮೂಢ ನಂಬಿಕೆ ಇರುವವರೆಗೂ ನಮ್ಮ ದೇಶ ಉದ್ದಾರ ಹಾಗಲ್ಲ
0,Hagadare kaleyugaku antya edhe antha aytu ero ast Dina enjoy madkond erbekappa
0,nam kangu kansli amele nambtivi
0,Nammanegu bandidru selfi thago bekonstralli hogbitru
0,ಕೇಳಲು ಇಷ್ಟ ಆದರೆ ಇದು ನಿಜ ಅಲ್ಲ ಅನಿಸುತ್ತೆ...ನನ್ನ ಪ್ರಕಾರ
0,Namma manigu banndidda ashwathama
0,Cc camera footage thegiri ..avratra keli Mahabharata story
0,Gangadhar Adi nuchnnamallaya
0,Bavaraj Marihal iu777779088i9omplikenUu7 n 7thui9
0,Neen build up films nodkindu irappa..illi yake bande..?
0,ಅರ್ಜುನ್ ಜನ್ಯ ಅವರೇ ನೋಡಿ ಅಜನೀಶ್ ಲೋಕನಾಥ್ ಅತ್ರ ಹೋಗಿ ಮೂಸಿಕ್ ಮಾಡೋದನ್ನ ಕಲಿಯಿರಿ 🤣n#Odeya movie ಗೆ ಏನ್ ಮ್ಯೂಸಿಕ್ ಕೊಟ್ಟಿದಿಯ ಸ್ವಾಮಿ........... ತೂ 🤭🤭
0,yakale.... Dbooos bagi matadtya
0,@Nandi Parthasarathi Loo Sisya nin Yello erodu
0,ನನ್ ಮಕ್ಳಾ ಎಲ್ಲರೂ ಕನ್ನಡದವರೇ ಇಲ್ಲಿರೋದು ಶಾಟದ ಇಂಗ್ಲಿಷ್ ಕಾಮೆಂಟ್ ಹಾಕ್ತೀರಾ... ಒಬ್ಬೊಬ್ಬನಿಗೆ ಒಬ್ಬೊಬ್ಬ ಹೀರೋ ಇಷ್ಟ... ಸುಮ್ನೆ ಕನ್ನಡದ ಹಾಡುಗಳನ್ನ ಕೇಳಿ ಇಷ್ಟ ಆದರೆ ಕಾಮೆಂಟ್ ಅಲ್ಲಿ ತೋರಿಸಿಕೊಳ್ಳಿ ಕಷ್ಟ ಆದರೆ ಮುಚ್ಕೊಂಡು ಮನಸಲ್ಲಿಟ್ಕೊಳ್ಳಿ ಹೀಗೆ ನಾವೆಲ್ಲ ಕನ್ನಡದವರು ಕಚ್ಚಾಡ್ತಾ ಇರೋದ್ರಿಂದಾನೆ ಕನ್ನಡಾನ ಉಳಿಸಿ ಅಂತ ಬೋರ್ಡ್ ಗಳು ಹೆಚ್ಚಾಗ್ತಾ ಇರೋದು... nಒಬ್ಬ ಅಪ್ಪನಿಗೆ ಹುಟ್ಟಿದ ಯಾವೋನು ಸ್ಟಾರ್ ವಾರ್ ಗೆ ಬೆಂಕಿ ಹಚ್ಚೊ ಕೆಲಸ ಮಾಡಲ್ಲ...‌ nಹಾಗೆಲ್ಲ ಮಾಡೋರು ಸೂಳೆ ಮಕ್ಕಳು ಅಂದ್ರೆ ತಪ್ಪೇನು ಇಲ್ಲ‌... nಇದನ್ನೆಲ್ಲ ಇಲ್ಲಿಗೆ ನಿಲ್ಲಿಸಿ ಕನ್ನಡ ಉಳಿಸಿ ಬೆಳೆಸೋದರ ಕಡೆ ಗಮನ ಕೊಡಿ... nಕನ್ನಡಿಗರೆಲ್ಲಾ ಯಾವತ್ತೂ ಒಂದೇ ಅನ್ನೋದನ್ನ ಜಗತ್ತಿಗೆ ತೋರಿಸೊ ಅಂತ ಕೆಲಸ ಮಾಡೋಣ ಜೊತೆಯಾಗಿ...‌ nಜೈ ಕರ್ನಾಟಕ ಮಾತೆ....
0,ಯಾಕೋ ತುಲ್ಲೇ ತುಲ್ಲಲ್ಲಿ ಕಡಿತಾ ಇದಿಯಾ ಬೋಳಿಮಗನೇ... ಬಂದ್ರೆ ತುಲ್ಲರೆ ಹಾಕ್ತಿನಿ.... ನಿಮ್ಮ ಅವ್ವುನ್ ತುಲ್ಲಿಗೆ
0,Ivrantu un install madalla sulemaklu. Avrna following madtiro nayigalige buddi barbeku modlu. Nam India dalliro inta nayigala kathe ne istu deshad bagge yenadru gottidre tane. Tiktok nalli bandu motivation helo ivlige deshad bagge keladre yenu gottiralla guru ivakke. Avar maneli bodig bittidare avalna navadru enmadokagatte
0,Ha gandu sule maga sikkre katte mele meravanige madi kallu odedu sayisbeku
0,ಉಗಿ ಕಳ್ಳ ನನ್ ಮಕ್ಲುಗೆ
0,ದೇಶಕ್ಕೋಸ್ಕರ ಒಂದು app uninstall ಮಾಡೊಕೆ ಆಗಲ್ಲ ಇವರಿಗೆ ಥೂ ಇವರ ಜನ್ಮಕ್ಕೆ
0,Bro nan phone thagandaginda nu aa galeej app install madilla.adre adu yavdo ragitu goditu antharalla (share it ) na delete mad de
0,Pakka evrge Tika hodyotanka buddi baralla
0,Wowww matte barlebardu ah daridra app
0,Matte comment yaru kettadagi maadbardantha commenters gu warning kottri idella thappe.public comment antha irodu adu public opinion nivu yaru nam bagge maathadodakke.
0,Bevarsigalige artha aagirbeku bro chenag ugdhideera
0,E nayi nann makkalage thiliyode illa
0,Navu matar use madatilla jagatinna yella deshgalu use madatidare.solemagane
0,Awalegia gandane yake hadabeku bere yaradru hadabhdal
0,Super bro e nayiigulu erodrindane nam desha uddar agilla once again super bro
0,ಸ್ವಾಭಿಮಾನ ಇಲ್ಲಾದವರು
0,ಸಕ್ಕತ್ತಾಗಿ ಉಗಿತಿರ ಅಣ್ಣ 🤮🤮🤮ದೊಡ್ಡ ಸ್ಟಾರ್ ಥರ ಅಡಿತವೇ.....  ಥು........
0,Ban tik tok
0,Nija chapali odibeku evarigella
0,Views tumba kadime ide.
0,Eno Anna dool ebsi bitti alla comment boxnalli
0,Majestic alli mobile and money kaltana mado sule makla nodi kalthkoli shankar Sir na shankar ashwath Sir inspiration to all
0,@Nagabhushana B S ayyo sulemaklu....
0,Maadhari manushya
0,Please all dislike 'this video.
0,@BAD BOY yappa Modlu Arta ago Tara type maadu
0,ಸಾರ್ ಸಾರ್ಥಕ ಬದುಕು ನಿಮ್ಮದುnಸತ್ಯಶುದ್ಧ ಕಾಯಕ ನಿಮ್ಮದು
0,@AJITH S SHETTY yak uribeku.
0,Dagar boobs ogo boddide
0,kannadigaru dislike madbardu...
0,Haageye e onedu shikariya kathege nannadondu like erlapa
0,Moon ( ಚಂದ್ರ ) ಇಲ್ಲ ಅಂದ್ರೆ !!
0,Balepete badrushyana ()🤣🤣
0,Hands  up annodu heno bosudike
0,Nan yavathu youtube video na like kuda madila but comment madidini so.....
0,ಕ್ರೇಜಿ ಸ್ಟಾರ್ ರವಿಚಂದ್ರನ್ ಸ್ಟೈಲ್ ಮೇಕಿಂಗ್ ಕಾಪಿ
0,Kannada nigant allli dagar Andre enu artha gotta?n
0,Idu charitre shristiso avatara....Avane srimannarayana
0,Namdu mind set hege Andre
0,Sir ondhh hellla ..... nEllaru kelsa antha ondhh madtirtare ....nnMathe biduvu madkondu film nodok barthivi .....nAvaga naav estu antha ollole film na nodbodhu neevu heli ...nnSwalpa plan madkondu industry ...Ella ottige bido yojane na hidkoldhe idre best ....
0,ಪ್ರಮೋಷನ್ ಕೊರತೆ ಇತ್ತು.. ದಿಯಾ ಸಿನಿಮಾಗೆ.. ಅದ್ಭುತ ಕನ್ನಡ ಚಿತ್ರ..
0,It's amazing movie.  I think promotion sari agilla anta anista ide
0,ಸತ್ಯವಾಗಲು ಸರ್ ನನಗೂ ಕೂಡ ಹಾಗೆ ಅನಿಸುತ್ತಿದೆ ಕಂಡಿತ ನಾವು ಈ ಸಿನಿಮಾ ಥಿಯೇಟರ್ ನಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಅನ್ನೋ ಬೇಜಾರು ತುಂಬಾ ಆಗಿದೆ .
0,ಒಂದೊಳ್ಳೆ ಚಿತ್ರಕ್ಕೆ ಈ ರೀತಿ  ಚಿತ್ರಮಂದಿರ ಸಮಸ್ಯೆ ಆಗಬಾರದು
0,Lol telegram bandirodu alla Amazon prime bandirodu adanna pirate madi telegram hakidarenNivgalu theatre gu hogalla mobile bandru pirate nodtira
0,First Karnataka dalli tamil and telugu cinema galile bedike kadime agbeku avarinda ne nam kannadakke e paristithi
0,ಬಡ್ಡಿ ಮಗಂದು ಯಾವತ್ ಬಾರುತೋ 27ನೇ ತಾರೀಖು
0,Avl amman tullu navenu Chinese mobile
0,bro lovely bro..oogiri mokakke
0,Tenniske Baal
0,Modlu keldaga mamuli song ashtukke ashte annusthu
0,Worst song ever...
0,ಶಾಸನ ವಿಧಿಸಿದ ಎಚ್ಚರಿಕೆ nಈ ಹಾಡು ನಿಮ್ಮ ಡೇಟಾ ಗೆ ಹಾನಿಕಾರಕ
0,nijvaglu ee movie nodilla Andre nim papa aste
0,YouTube subscriber at list 5lack kooda Ella yelli reach agutte T series nalli bittidre 10m agirodu avraddu tappu
0,Buety.. Guru..
0,Bharatha no 1 desha namma deshakke yaudu sari sati ella
0,Innu ide avrige bro super roast
0,Rashimika ilde iro avtara
0,@Sachin Shetty nYeno alpa swalpa budhi upiyogiside
0,Y boss yaro sade
0,ರೀಮೇಕ್ ಮೂವಿ....ಇರ್ಬೇಕು ತಮಿಳ್ ವಿಶಾಲ್ ದು ಅಲ್ವಾ
0,Remake ಮಾಡಿ hit ಕೊಡೊಕೆ ಇದು 2010 ಅಲ್ಲ.n2020 Swamake ಮಾಡಿ ಖಂಡಿತ hit ಕೊಡುತ್ತೆ.nಗೆಳೆಯ ಅಂತ ಸಿನಿಮಾಗಳು ಮಾಡಿ
0,Lucchan Tara para basheyavra thika nekkbardu ashte Alva guru
0,@d boss mania Bhrame nalli baduktidiya chinna nnModlu darshan ye boss ge bucket hidadu beladirodu adunna taleli itko nnDarshan antha 100 jana na industry boss belsavrennavryako innobban ge bucket hiditare bucket nan magne
0,ningyak like madbeko
0,Yenthadu Sir... Northnalli promotion yavaga maadthiri ??? Namge eh film gellalebeku ...damayya marre
0,ಎಲೆ ಅಡಿಕೆ ಅಕಂಡು ಉಗಿ ಗುರು
0,Super Anna sakathagi ugdidira
0,Channag ugide bro
0,ಯಾಕೆ ಚೆನ್ನಾಗಿ ಇಲ್ಲ .
0,Below average songs
0,Urkond Sai beku
0,Le gandu nan magane
0,Kaltana maadoru...rowdism maadoro nodi kalibaeku ...
0,Yaar guru idnu kooda dislike maadidare
0,ಬೇಡಾ ಈ ಕಚಡ ಶೋ ಗೇ ಬರೋದು ಬೇಡಾ ಸರ್
0,@sangeetha.k. chinnu ಶೋ ಕಚಡಾ ಇಲ್ಲರಿ ಜನ ಹಂಗ ಬರತಾರ
0,ಸೂಪರ್  tune
0,tune at 2
0,Nam antha talent ge bele ilaa
0,ಕಕ್ಕ ಮಾಡ್ಕೊಳ್ಳೋಕೆ ಬಂದ್ ಬಿಟ್ಟಿದ್ದಿಯ  ಇಷ್ಟೆಲ್ಲ ಹೇಳಿಕೂಡ chinaದು use ಮಾಡಲ್ಲ ನಾನ್ ಹೇಳಿರೋದು apps ಬಗ್ಗೆ ಕಣೋ products ಬಗ್ಗೆ ಅಲ್ಲ...ಮಾಡಿರೋ ಕಕ್ಕನ ತೊಳ್ಕೊಂಡು ಮನೆಗೆ ಹೋಗು
0,Dubbing madidare song agodilaa 100 million
0,ಮಗ  ಹೀಗೆ ಮಾಡು ಡ್ಯಾಸ್ ಲೈಕ್ಸ್ ಸಿಗುತ್ತೆ
0,Yavano avn bosudk unlike madiddu
0,@Royal Rumble story ge ee song relevantag idya...nEe song bekagitta anta...
0,yella OK iee aroygyake hankaraka bidi yake
0,Unique tune.. Ade thamte
0,est movie li ede tara ede  same scenes.
0,ನನಗು ಕನ್ನಡ ಸಾಕು
0,Like goskara ivella beka 🤦‍
0,ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.
0,Powerful music irbekittu annoru like madi
0,Okie okie anta helboduu powerful music irbekittu
0,ನೋಡಿ ಸರ್ ಯಾವದನು ಅಲೆಗಳಗಿಲ್ಲ ನಾನು ದೇವರನ ನಂಬಲ ಅಂದರೆ ಕೃಷ್ಣನ ಖಂಡಿತಾ ನಂಬತಿನಿ
0,Dislike mado  tukaligalu ond movie screen madli saku adestu kasta anta gottagutte .all the best for this move
0,Ide Tara ide Kate bere basheli bandre hododi nodteera Ade kannadadalli  bandre yakro nodalla ....
0,Nakkan idhu subject Andre eevag heltheeni industry change aagthide... Thousand times better than Jaatre films of sarjas...
0,Nija helbekandre ee song yako sync aagtilla movie trailer type ge....
0,@Rajesh Rao bari inta comments maadkond koothkoli....thuu inta cinema na kannadadalli prothsaha maadilla anta naachike aagbeku
0,@Dhananjay Kinyaje yen promotion madtare ivaru. Bengaluru bittu yelladru hogtara promotion madakke?nTamil
0,Edu  muda  nabike   nama Jana enu  betela
0,Bro ee devru yallru india davre na athava India bittu ogallva
0,Enu anta matadtiyo hichha ninge? Lofer
0,Thu dabba movie sulemagand
0,Exelent music &dance
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,Dislike kon kiya re m###₹##0d 🤗..
0,Le tiktok huchhu sulemakle
0,Super super super
0,Bro e tiktok madovrna modlu thuldu sayisbeku ...nBari bildup kodo sedegale erodu bvrc galu
0,Ee  boli maklige deshakoskara1 app delete madakkaglilla
0,Le hudugira tik tok bidi banni lagori aduma horagde social distance nalli lagori ata tik tok ge tata only for tik tok girls ________
0,Super guru neenu tiktak sede galige yeneludru arthagalla
0,ಚೀನಿ ಸೂಳೇಮಕ್ಕಳ ಎಲ್ಲಾ ಆ್ಯಪ್ ಗಳನ್ನು ಬ್ಯಾನ್ ಮಾಡಿದ್ದು ತುಂಬಾನೇ ಖುಷಿಯಾಯ್ತು.n    ಜೈಹಿಂದ್
0,Sholay makalu China
0,Bindu gowda ge sariyyagi batthi itree sir ..super sir neevu
0,Yappa huchhu hidustide.....asn.....awesom
0,ಕೇಳಿ ಕರುನಾಡ ಬಾಂಧವರೆ
0,Bro tiktok ban agide adhre barute ide swalpa settings ge hogi Language Change madi  Barute
0,Pubg kooda ban agbeku guru..
0,Enu Kannada antha matadtaro ee goobegalu. Thoo!... Tumba chennagi maadideera. Avru nim jote tumba chennagi maadidare. Enu maadiddu
0,Kannadigaralli oggattu illa fanism jasthi aytu
0,Ha sir..kanada movie nam janane  nodthaila
0,@Poojari Avinash bere language movies na beggers thara nodo kachda janagal irovargu Kannada movies ge bele iralla bro
0,@#win 12  sir dia movie super..rumba feel aythu sir.movie nodi.yake entahaha  movie nodi naam janane  belstila..
0,ದಿಯಾ' ಸಿನಿಮಾ ನಾಯಕಿಗೆ 'ಅತ್ಯುತ್ತಮ ನಟಿ' ಅವಾರ್ಡ್ ಕೊಡಲಿಲ್ಲ ಅಂದ್ರೆ ಆಯ್ಕೆ ಸಮಿತಿಗೆ ಮೆಟ್ಟ್ ಮೆಟ್ಟಲ್ಲೇ ಹೊಡಿತೀವಿ.
0,Whitefield nalli yav theatre nallu hakalla kachada nanmaklu nodoke
0,Nikistark x promotion chennagi idrunu bere language ge jaathi priority kodtare....nam state li kannada movie ge support madalla distributors..
0,ಹೊಲಸ ರಾಜಕಿಯ ದಿಂದ ನಮ್ಮ ದೆಶ ಅದಕ್ಕೆ ಹಿಂದ ಉಳಿದಿದೆ
0,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಣ್ಣೆ ಗೆ. ಇಂಪಾರ್ಟೆಂಟ್ ಕೊಡ್ತಾರೆ..
0,@Royal Rumble onde ond sari kelde...nFirst time....ashtond ishta aglillanMatte matte kelta idre....nIshta agta ide.... #Slowpoison
0,Yes agreed first time keldaga 🤦‍🤦‍🤦‍ ansituu but 4-5 keldaga agoitu
0,Loo Nim Makha muccha e Video gu Dislike yenro nim Hendti Munde Haga avr character Nodi kaliro life Andre yenu antha thu nanmakla
0,Tuu avr sentiment na touch madi kaan neer haksi adana cover photo madi view tagotira
0,ನನ್ನ ಈ ಕಾಮೆಂಟ್ ಕನ್ನಡ  ಚಲನಚಿತ್ರ ನಟ ನಟಿಯರು
0,Guru en helde guru suuuuper nE China deshdorge huttiro Nan maklu nodire jamun juice agigirutte pakka guru nin voice dialogue keltidre keltane irbeku anstide guru ..... But suuuuuuuuuper
0,Kachada Nan nagini gane
0,ಇಂಡಿಯಾದಲ್ಲಿ ಚೈನಾಗೆ ಹುಟ್ಟಿರೋ ಚಕ್ಕಗಳ ತಿಕದಲ್ಲಿ ಇನ್ನು ಸ್ವಲ್ಪ ಕಾರಪುಡಿ  ಆಕ್ಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ ಬ್ರಾ
0,idu beku guru china soole maklige innu kodu guru superrrr  guru
0,ಇಂತವರಿಗೆ ಟಪ ಟಪ ಟಪ ಟಪ ಹೊಡಿಬೇಕು
0,E bevrcgal maneli yavandru sathidre sari erodu
0,Chindi broiiii e munde maklige naman desha bakthi kammi sayor yelo saythare e bevrcgalige tiktok mukya anthe
0,Inta kithhodda Sule Maklige tiktok ban Agedu olled aithu
0,Mettu tagand hodibeku soolemaklige soolerge avren chinadalliro mindrige hunttidira nimmoun t....u
0,Sulemakale tic tok uninstall madi
0,Avanige gaya vasi agbeku andre..avnu krishna na bhakti madi..vasi madbeku eela Kaliyuga nasa agbeku
0,Aadu nane broo... Soul naa Replacement maddee... Bere body gee.. Antha aansthidee
0,Duplicate  video
0,@Ambrish Mallad luccha fans nimma luccha suderpdu movie nodo Ella flop agtive side actor get fit baavali age eddane balegaara correctagi tindu barlike hell baavali🤣🤣
0,ನೀವು ಈ ತರ ಪ್ರಯೋಗಾತ್ಮಕ ಮೋವಿಗಳನ್ನೆ ಮಾಡಿ  ನಿಮ್ಗೆ ಈ ತರನೆ ಸೆಟ್ ಆಗೋದು
0,ಟ್ರೈಲರ್ ನೋಡಿ ಮೈಯೆಲ್ಲ ರೋಮಾಂಚನವಾಯಿತು! ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್
0,Ur super sir..but ಒಂದ hit movi kodi sir navu adakoskara kaetidivi....
0,Sexyyyy.. tiktok sade galige sakath tong
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,ಮೊಬೈಲಲ್ಲಿ ಅಷ್ಟೊಂದ್ ಒಳ್ಳೇ ಕ್ಲಾರಿಟಿಲಿ ಬಿಟ್ಟಿದ್ದಾರೆ. ಎಲ್ರೂ ಡೌನ್‌ಲೋಡ್ ಮಾಡ್ಕೊಂಡ್ ನೋಡ್ತಿದಾರೆ. ಥಿಯೇಟರಿಗೆ ಜನ ಬರದೇ ಇರಲು ಕಾರಣ ಮೊಬೈಲಲ್ಲಿ ಲೀಕ್ ಆಗಿರೋದು.
0,yake andre? D booos du kurishetra filam gay asker awold barbekittu. yak kotela? so d boos fens ee filam nodilla.....
0,nachike agtide nange enthado dod dod heros movi chennagildiddruu  odtave
0,Nanu yash sudeep darshan appu cinema bittu yardu nodalla
0,ಈ ಹಾಳಾದ ಕೋರೋನ ವೈರಸ್ ಬಂದು ದಿಯಾ ಲವ್ ಮಾಕಟೈಲ್ ಚಿತ್ರಗಳಿಗೆ ತುಂಬಾ ನಷ್ಟ ಉಂಟಾಗಿದೆ...but Don't worry u get best reviews.. All the best for ur nxt movies
0,One week salala .reach abeku ivag ela fast ide .nyc movie nodbeku etara agbhardu .node nodthare jana nodo tym ivag irbeku .etara agbhardu
0,Adarsh Sagar suppre
0,Dabba movie annoru like maadi
0,Flop movie........ Boring
0,ಈ ದೇಶದ ದುರಂತ
0,E video nodi Namma desha e stiti nodi bejar aytu nBangarada akki agidda bharatakke e paristi barabaradittu
0,Guru ee desha uddhara agalla bedu bhai indian youth waste bedu
0,China dali no donation large money all filled communist govt nnBut not India all in donation
0,Yakandre sariyagi promotion madilla
0,elru phone le nodthare manele adke yaru takis ge bandu nodthilla nanu kuda phone le nodiddu tam tam app inda ella new films dwld madkondu manele nodthare so adke yaru takis ge barthilla ansuthe
0,Thanks ellakade link Sher madi nTukali kushmikage hattiro kobbanna elisi
0,3.1k ಉರ್ಕೊಂಡು ಸಾಯ್ರಿ
0,ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?
0,@Cypher spalling misteek madbardu.... adu D boos
0,ಎಂಥೆಂಥದೋ ಡಬ್ಬಾ ಹಾಡುಗಳಿಗೆ ನೂರು-ಇನ್ನೂರು ಮಿಲಿಯನ್ ಗಟ್ಟಲೆ ವಿಕ್ಷಣೆ ಆಗ್ತಾವೆ...ಆದರೆ ಇಂಥಹ ಚೆನ್ನಾಗಿರೋ ಹಾಡಿಗೆ ಮೂರು ದಿನಗಳಾದ್ರೂ ೨ ಮಿಲಿಯನ್ ಆಗ್ತಿಲ್ಲ ಅಂದ್ರೆ...ನಮ್ ಜನ ಇಲ್ಲಿನ
0,ಪ್ರೀತಿಗೋಸ್ಕರ ಪ್ರಾಣನೆ ಬಿಡ್ತಾರೆ
0,Kithodnan maklu galu. Alli saytha edare  elli yak madbeku uninstall madbeku anthare. Gandu galu
0,I hv one doubt gay gu ivarigu en difference heli
0,Big boss kannada dalli ententa kachda jana haktare. Inta Olle janrana haki.
0,Nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira Kannada davru own aagi maadudru kyathe thegithira
0,ಈ ದರಿದ್ರ ಬಡ್ಡ್ಯತವ tiktok ನೋಡಿಯೆ ನಮ್ಮ ಮೋದಿಯವರು ಬ್ಯಾನ್ ಮಾಡಿದ್ದು ಗುರು
0,420 tik tok 420 China
0,Paaapa. Konegu tik tok hoythu.. nayigal boglod kadme aythu
0,Nikal lowde osmmm dialogue bro.....
0,Delete tiktok your details are also hacking Chinese
0,Tik Tok Sadegalu
0,anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna
0,Tiktok inda nam personal information china avrge gottagtide.... idella avrge gottagtilla bvc galu... ban madidre avrge madok bere kelsa iralvalla adke itara adtidare🤦‍and yar yaru tiktok ban madbardu anta heltaro avr videos nododna  modlu stop madbeku
0,Bro...nNeen este Roast madudru...China ne beku anthare ivrnella gun thagond shoot madbeku aagadru India dalli eetara Desha virodhi galu sattadru saythare... Nin video nodi actually innondsari tiktok alla mbl muttoku nin permission kelbeku... nInnond strong aagi video madu guru...
0,Chinna app Delete madi pla
0,Un like madorge mana maryadine ella guru oledelidru kidodrthada adthare
0,TikTok nan shata shata
0,Guru chaines apps yavyavu antha ondhu list kodi avna nam mobile ali instal madala
0,Idhu bari bogus
0,Comedy aggie nodorige comedy nee
0,Nambike eruvavaru nodi
0,Kharabbu Pogaru song Like - 317K
0,Pogaru karaabu song 383k like now
0,ಕನ್ನಡವನ್ನು ಇನ್ನೊಂದು ಹಂತಕ್ಕೆ ಕೊಂಡೊಯ್ಯುವುದರಲ್ಲಿ ಸಂದೇಹವೇ ಇಲ್ಲ...nರಶ್ಮಿಕ ಕಕ್ಕ ಅವರೇ ನೋಡಿ ಉರ್ಕೊಳ್ಳಿ
0,Hands up - 308k likes nBelageddu - 308k likes
0,ಏಳ ನಿನ್ ಅಕ್ಕುನ್ ತಿಕಾ ನ ಕೈಯಾ
0,ಬಿಂದು ಡವ್ ಆಂಟಿ ಮತ್ತೆ ಅವರ ಸಂಗಡಿಗರ ಉರು ಬೋಸುಡಿ / ಯರು ಅಂತ ಪ್ರೂವ್ ಮಾಡ್ತಾ ಇದಾಳೆ 🤣🤣 ತಿಕ್ ಟಾಕ್ ಮಾಡ್ಲಿಲ್ಲ ಅಂದ್ರೆ evalge ಸಂಡಸ್ ಬರುತ್ತೋ ಇಲ್ವೊ ಈ ಚೀನಾಲಿ ಗೆ🤣🤣
0,Hlo bro... Even I uninstalled at stupid app...
0,Howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall Madi beavarce appp Adu thuuuuu
0,Shaata  ivrnella borderg kalsbeku gotagutte
0,Ena kachadagolo nivu istella adru tik tok bidalla antirallo nivella nam indea davara tu nima janmakke.
0,E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.
0,Yalla sule makkalu jasti thu
0,Kittod nanmaklu maarayya
0,Tik tok nan Shaaataaaaa
0,12 dislikes by gandu nanmakalu
0,ಹೌದು ಸ್ವಾಮಿ ಇಂತ ನನ್ ಮಕ್ಕಳಿಗೆ ಎಷ್ಟು ಉಗಿದರೂ ಬುದ್ಧಿ ಬರಲ್ಲ ನಮ್ಮಲ್ಲೇ ಹೌರೆ ಶತ್ರುಗಳು ಐ ಡೋಂಟ್ ಲೈಕ್ ಚೈನಾ
